artistid,artistname
47874,red lorry yellow lorry
47873,dead vampires
47872,87
47871,last days of humanity
47870,45 grave
47869,skeletal family
47868,beseech
47867,acda en de munnik
47866,angus & julia stone
47865,anouk
47864,candy dulfer
47862,jamiroquai
47861,bløf
47859,room eleven
47857,ann peebles
47856,feist
47853,scissor sisters
47852,kraak & smaak
47851,anna nalick
47850,stevie ann
47848,maria mena
47846,the blues brothers
47845,angie stone
47842,kate nash
47841,racoon
47838,bloodhound gang
47836,benny benassi
47835,kinderen voor kinderen
47834,james morrison
47831,hot chocolate
47829,lenny kravitz
47828,the beach boys
47826,richie hawtin
47825,c-mon & kypski
47824,ali farka touré & toumani diabaté
47822,56
47820,trentemøller
47818,do as infinity
47817,伴都美子
47816,中島美嘉
47815,加藤ミリヤ
47813,浜崎あゆみ
47812,安良城紅
47811,mihimaru gt
47810,michi
47809,大塚愛
47808,the brilliant green
47807,上木彩矢
47806,宇浦冴香
47805,rie fu
47804,蔡依林
47803,宇多田ヒカル
47802,hilary duff
47801,伊藤由奈
47800,スキマスイッチ
47799,every little thing
47796,木村カエラ
47795,倖田來未
47794,the veronicas
47793,ashlee simpson
47792,柴田淳
47790,christina milian
47789,hitomi
47788,marion raven
47787,mandy moore
47786,skye sweetnam
47785,鈴木あみ
47784,bonnie pink
47783,aly & aj
47782,stephanie
47781,山崎まさよし
47780,愛内里菜
47779,mr.children
47778,aiko
47776,yui
47775,島谷ひとみ
47774,sowelu
47773,annekei
47772,138
47771,竹井詩織里
47770,echoes
47769,my little lover
47768,lindsay lohan
47765,ashley tisdale
47763,jessica simpson
47762,corinne bailey rae
47761,ashanti
47759,holly valance
47758,sophie ellis-bextor
47757,allison crowe
47754,galaxie 500
47751,elvis costello & the attractions
47748,10cc
47745,bob wills & his texas playboys
47743,damon & naomi
47742,grace jones
47741,low
47740,the go-betweens
47738,the wedding present
47734,bedhead
47732,dick dale
47731,dusty springfield
47730,luna
47729,britta phillips & dean wareham
47728,grand funk railroad
47726,matthew sweet
47724,peter tosh
47723,ride
47720,swervedriver
47719,the allman brothers band
47718,the feelies
47716,the lovin' spoonful
47715,small faces
47714,the special a.k.a.
47713,traffic
47712,billy eckstine
47711,dinah shore
47708,james
47707,manic street preachers
47706,ocean colour scene
47705,the jam
47704,inspiral carpets
47698,blur
47696,the coral
47692,the courteeners
47690,ian brown
47688,babyshambles
47687,paul weller
47686,little man tate
47682,pulp
47681,the zutons
47679,john lennon
47678,the futureheads
47675,dirty pretty things
47672,delays
47671,milburn
47669,george harrison
47667,the thrills
47666,embrace
47665,the fratellis
47664,starsailor
47661,the twang
47660,doves
47659,richard ashcroft
47655,rip slyme
47654,thee michelle gun elephant
47653,the birthday
47652,halfby
47651,beat crusaders
47650,i am robot and proud
47649,halcali
47648,ストレイテナー
47647,teriyaki boyz
47646,fantastic plastic machine
47643,dj kawasaki
47640,pizzicato five
47639,france gall
47637,hifana
47636,sérgio mendes
47635,スネオヘアー
47634,grupo batuque
47633,rosso
47632,blankey jet city
47631,115
47629,"soil&""pimp"" sessions"
47628,husking bee
47626,スピッツ
47623,the chemical brothers
47622,go!go!7188
47621,the back horn
47620,buzzcocks
47618,judy and mary
47617,m-flo
47616,jazztronik
47614,the byrds
47609,donovan
47606,woody guthrie
47599,the band
47598,tim buckley
47596,ramblin' jack elliott
47595,buffalo springfield
47594,crosby
47592,phil ochs
47590,arlo guthrie
47589,the hollies
47581,don mclean
47580,richie havens
47579,the zombies
47577,bob dylan and the band
47574,the move
47573,crosby
47567,neil young & crazy horse
47565,tenpole tudor
47564,the mamas & the papas
47560,jars of clay
47558,hooverphonic
47557,helena paparizou
47556,whitney houston
47555,mariah carey
47553,garbage
47552,147
47551,evermore
47550,simple plan
47549,dolores o'riordan
47548,david cook
47542,texas
47541,shakira
47540,pixie lott
47539,the heart throbs
47538,sharleen spiteri
47536,little boots
47534,kris allen
47533,banderas
47531,j.j.
47530,metric
47526,new kids on the block
47525,noisettes
47524,the corrs
47522,devonsquare
47520,sheryl crow
47519,ladyhawke
47518,lady gaga
47517,dragonette
47515,take that
47514,river city people
47507,the script
47506,david archuleta
47504,chris richardson
47503,queensberry
47502,annie lennox
47500,reo speedwagon
47498,the pretenders
47497,reamonn
47496,patrick nuo
47495,daniel merriweather
47494,sneaker pimps
47493,ceremony
47489,the features
47488,jens lekman
47483,hank williams
47482,buddy holly
47480,jonathan richman
47478,the avett brothers
47477,jean-yves thibaudet
47476,old crow medicine show
47475,the louvin brothers
47472,los zafiros
47471,103
47469,jeff buckley
47466,brian eno
47459,the everly brothers
47458,zumpano
47457,flat duo jets
47452,annuals
47451,the walkmen
47450,irma thomas
47449,lcd soundsystem
47448,the new pornographers
47447,wanda jackson
47444,buddy holly & the crickets
47443,ben folds five
47442,the modern lovers
47441,alex beaupain
47440,uncle tupelo
47438,dispatch
47436,vovo
47434,soilwork
47433,mechanical poet
47431,dark age
47428,scar symmetry
47426,sonic syndicate
47425,shadow gallery
47424,boney nem
47423,197
47421,Ольви
47420,lords of decadence
47419,die apokalyptischen reiter
47417,Арда
47416,scartown
47415,parkway drive
47413,lordi
47411,in extremo
47410,osi
47409,all that remains
47408,protest the hero
47407,blind
47405,disarmonia mundi
47404,Эпидемия
47402,helltrain
47401,compos mentis
47400,Александр Пушной
47399,imperanon
47396,Тролль Гнёт Ель
47395,ХЗ
47394,subway to sally
47393,nightrage
48799,fool's garden
47391,roadrunner united
47390,equilibrium
47389,all shall perish
47388,raintime
47387,shadows fall
47386,on the virg
47385,the presidents of the united states of america
47383,celtic woman
47382,clannad
47381,talvin singh
47380,dennis chambers
47378,secret garden
47377,stellamara
47376,dave weckl band
47374,adiemus
47372,karunesh
47371,mediæval bæbes
47370,monkey business
47368,dave weckl
47367,eyes of eden
47366,niacin
47365,victor wooten
47364,amethystium
47363,dan bárta
47362,delerium
47361,deva premal
47360,Éric lévi
47359,j.a.r.
47358,jeff lorber
47357,rodrigo rodriguez
47356,vangelis
47355,vinnie colaiuta
47354,al di meola
47353,banco de gaia
47351,celtic spirit
47350,georgian voices
47347,kryštof
47346,3
47345,nitin sawhney
47344,sexy dancers
47343,spastic ink
47342,the chieftains
47341,the kells
47340,tm juke
47339,sexteto mayor
47337,patrick williams
47336,Édith piaf
47335,josé feliciano
47334,francisco canaro
47333,anibal troilo
47332,osvaldo pugliese
47331,tito rodriguez
47330,leo marini
47329,pedro laurenz
47328,roberto firpo
47327,daniel santos
47326,edmundo rivero
47325,julio de caro
47324,miguel calo
47323,olga guillot
47322,adriana varela
47321,alfredo de angelis
47320,carlos gardel
47319,felipe pirela
47318,julio sosa
47317,osvaldo fresedo
47316,agustin lara
47315,antonio machín
47314,astor piazzolla
47313,juan darienzo
47312,libertad lamarque
47311,los tres ases
47310,lucho gatica
47309,pedro vargas
47308,quinteto pirincho
47307,trío los panchos
47306,color tango
47305,eddie palmieri
47304,javier solis
47302,julio jaramillo
47301,lino borges
47300,los dandys
47299,6
47298,alci acosta
47297,alfredo gobbi
47296,benny more
47295,leopoldo federico
47294,mariano mores
47292,ebba grön
47291,svenska akademien
47290,against me!
47288,timbuktu
47285,thåström
47281,looptroop
47280,imperiet
47278,bob hund
47270,charta 77
47269,morrissey
47268,rage against the machine
47266,the latin kings
47263,randy
47259,strindbergs
47258,monica zetterlund
47254,blondie
47248,kaizers orchestra
47245,t.o.k.
47243,the sea and cake
47241,tortoise
47239,arthur russell
47236,61
47234,koushik
47233,gang gang dance
47232,hercules and love affair
47231,kate bush
47228,todd rundgren
47227,high places
47226,robert wyatt
47223,lindstrøm & prins thomas
47220,trans am
47219,prince
47215,monade
47208,roxy music
47206,gil scott-heron
47204,kraftwerk
47202,sam prekop
47201,fridge
47198,prince & the revolution
47197,dreamweaver
47196,indians
47195,sacred spirit
47194,medwyn goodall
47191,troika
47189,mesa music consort
47188,j. reuben silverbird
47187,verdell primeaux
47186,chorus of tribes
47185,ancient brotherhood
47184,mythos
47183,oliver shanti
47182,17
47181,cheryl ann fulton
47180,aeoliah
47179,navajo
47178,joanne shenandoah
47177,2002
47175,douglas blue feather
47174,mishi donovan
47173,tony oconnor
47172,conjure one
47171,liquid mind
47170,medicine dream
47169,steve gordon & deborah martin
47168,andrew vasquez
47165,deep forest
47164,karen matheson
47162,robert mirabal
47161,spirit nation
47160,burning sky
47159,mehdi
47158,sharon burch
47157,am
47156,jets under fire
47155,incognito
47153,tori amos
47152,jazzanova
47151,micatone
47150,beady belle
47149,groove collective
47147,erik truffaz
47146,kyoto jazz massive
47145,the james taylor quartet
47143,st. germain
47141,moloko
47140,nils petter molvær
47139,nightmares on wax
47138,mondo grosso
47137,alice russell
47136,marcus miller
47135,atjazz
47134,dzihan & kamien
47133,esbjörn svensson trio
47131,united future organization
47130,brad mehldau
48763,goran bregovic
47127,de-phazz
47126,tindersticks
47125,blonde redhead
47121,dave matthews band
47118,the brand new heavies
47116,plej
47115,hiromi
47114,lewis taylor
47112,brooklyn funk essentials
47111,clara hill
47109,róisín murphy
47108,jaga jazzist
47106,the cramps
47105,black flag
47104,françoise hardy
47103,the gossip
47099,black lips
47097,the b-52s
47096,peaches
47095,turbonegro
47094,the blow
47093,bikini kill
47092,screamin jay hawkins
47091,stereo total
47089,peggy lee
47086,the black keys
47085,minor threat
47083,april march
47082,gorilla biscuits
47077,napoleon xiv
47076,oingo boingo
47074,the grates
47073,dolly parton
47072,subhumans
47069,gogol bordello
47068,the exploited
47066,joan jett and the blackhearts
47065,be your own pet
47064,jenny lewis with the watson twins
47061,tiny tim
47060,nick cave
47054,marvin gaye & tammi terrell
47053,silbermond
47050,the fray
47046,a fine frenzy
47045,die toten hosen
47044,ich + ich
47041,clueso
47040,mono & nikitaman
47037,jamaram
47036,seeed
47035,three days grace
47034,cute is what we aim for
47033,incubus
47032,peter cincotti
47031,sugarplum fairy
47029,counting crows
47027,paolo nutini
47025,43
47021,adam green
47017,ok go
47014,glen hansard & marketa irglova
47013,colin hay
47012,travis
47000,josh groban
46999,the proclaimers
46998,kt tunstall
46996,126
46995,antimatter
46993,lifehouse
46991,archive
46988,amy macdonald
46986,duncan dhu
46985,blizzard
46982,herman düne
46981,schiller
46980,notre-dame de paris
46979,philippe vachey
46977,maksim mrvica
46975,no-man
46973,elend
46972,louis armstrong
46962,brazzaville
46959,stateless
46958,emancipator
46954,2sleepy
46952,the cooper temple clause
46950,calla
46947,the exies
46945,lamb
46942,grand national
46941,iamx
46937,unkle
46936,the presets
46931,new radicals
46928,jacknife lee
46923,teddybears
46921,fugazi
46920,mudhoney
46918,vinicio capossela
46913,41
46912,dragibus
46910,baustelle
46909,the dream syndicate
46906,social distortion
46905,adult.
46903,dick dale and his del-tones
46902,helmet
46900,grandaddy
46896,miss violetta beauregarde
46894,slogun
46893,liars
46892,to kill a petty bourgeoisie
46890,art brut
46888,eddie vedder
46887,ellen allien
46886,nancy sinatra
46883,cesare basile
46882,death in vegas
46880,tricky
46879,silvio rodríguez
46877,soda stereo
46876,golem
46875,coiffeur
46874,17
46873,ricardo villalobos
46870,gustavo cerati
46869,los abuelos de la nada
46868,los rodríguez
46867,babasónicos
46866,café tacuba
46865,bob sinclar
46864,joe vasconcellos
46863,la mano ajena
46861,tiziano ferro
46860,lucybell
46859,gepe
46858,rupee
46857,caetano veloso
46856,los auténticos decadentes
46855,andrés calamaro
46851,javiera mena
46849,arcángel & de la ghetto
46848,inmigrantes
46846,kc and the sunshine band
46845,kevin johansen
46844,la pozze latina
46843,los bunkers
46842,sean paul
46841,moderndog
46840,boyd kosiyabong
46839,yokee playboy
46837,jim gaffigan
46836,paradox
46832,lula
46831,groove riders
46830,junior senior
46829,lighthouse family
46828,pause
46825,jung il-young
46824,earth
46822,the ting tings
46821,clazziquai
46817,loveholic
46816,t-bone
46814,the bird and the bee
46813,friday
46812,macy gray
46811,adele
46809,joey boy
46808,maria montell
46807,24
46806,어른아이
46804,brendan benson
46802,tattoo colour
46797,jazzamor
46796,al jarreau
46794,erroll garner
46793,joss stone
46792,paco de lucía
46789,honey honey
46788,estelle desanges
46787,rodrigo y gabriela
46786,terry callier
46785,faith hill
46781,mindi abair
46780,katie melua
46779,fragma
46778,kreesha turner
46777,katy perry
46776,eliza lumley
46775,los angeles guitar quartet
46773,katharine mcphee
46769,jojo
46767,andreas vollenweider
46766,alesha dixon
46765,gabin
46764,gerard darmon
46763,gabriella cilmi
46762,george benson & al jarreau
46757,483
46756,kaki king
46749,land of talk
46744,howling bells
46743,advantage lucy
46742,magneta lane
46739,organ
46738,elefant
46735,sea wolf
46734,love of diagrams
46733,i love you but i've chosen darkness
46732,hybrid
46731,rilo kiley
46726,starflyer 59
46721,monomen
46719,mandalay
46716,acidman
46714,afterhours
46713,explosions in the sky
46706,asian dub foundation
46701,après la classe
46698,akira kosemura
46697,gatto ciliegia contro il grande freddo
46696,god is an astronaut
46695,il teatro degli orrori
46693,132
46687,faithless
46686,rino gaetano
46685,orbital
46684,almamegretta
46682,one dimensional man
46679,fujiya & miyagi
46678,subsonica
46676,john zorn
46672,foals
46671,marta sui tubi
46669,tiësto
46668,motel connection
46666,morgan
46665,the hood internet
46664,dj bc
46663,joe satriani
46657,n.a.s.a.
46655,dirty vegas
46654,morcheeba
46653,apollo 440
46652,bill burr
46651,ron white
46650,leftfield
46647,kutiman
46646,resin dogs
46645,shpongle
46643,captain dan & the scurvy crew
46640,ben lee
46639,steve vai
46638,de la soul
46637,kosheen
46636,deltron 3030
46635,mc frontalot
46632,dean gray
46628,bluejuice
46627,del tha funkee homosapien
46626,jaydiohead
46625,soul coughing
46624,atb
46623,lewis black
46622,13
46621,jon lajoie
46619,dj danger mouse
46618,neil diamond
46616,cmx
46611,him
46610,julma-henri & syrjäytyneet
46609,blood stain child
46604,nekromantix
46603,145
46602,eläkeläiset
46600,lauri tähkä & elonkerjuu
46598,eternal tears of sorrow
46597,amorphis
46594,charon
46593,mad sin
46589,tehosekoitin
46587,hard-fi
46586,the elysian fields
46585,sentenced
46584,ablaze my sorrow
46582,kaija koo
46581,avain
46580,sir elwoodin hiljaiset värit
46572,paprika korps
46571,die prinzen
46567,george winston
46566,samantha fox
46565,wise guys
46562,robin spielberg
46556,amy grant
46551,michael holm
46550,stacie orrico
46548,barenaked ladies
46544,ffh
46540,tobymac
46539,starfield
46538,tim hughes
46536,kim wilde
46534,bernward koch
46532,josh ritter
46531,michael bublé
46530,passion
46529,peter kater
46527,john tesh
46526,ludovico einaudi
46524,andy kim
46522,philip aaberg
46521,sara groves
46520,scott joplin
46519,georg friedrich händel
46518,kevin kern
46516,petra
46514,daniel powter
46509,jimmy buffett
46508,paul baloche
46507,tight fit
46506,david lanz
46505,fernando ortega
46504,greg maroney
46503,laura sullivan
